barangay,course_applied,age,sex,educational_attainment,employment_status,current_skill,desired_career,learner_classification,training_outcome
Caridad,Masonry NC II,21,Male,Senior High,Wage Employed,Masonry,Construction,Experienced Worker,Graduate
Atipuluan,Cookery NC II,21,Female,Senior High,Unemployed,Cooking,Hospitality,New Entrant,Graduate
Bagroy,Driving NC II,30,Male,Elementary Graduate,Unemployed,Driving,Transportation,New Entrant,Dropout
Ma-ao,Shielded Metal Arc Welding NC I,19,Male,Junior High,Underemployed,Welding,Construction,New Entrant,Dropout
Pacol,Bread and Pastry NC II,24,Female,Junior High,Underemployed,Baking,Hospitality,New Entrant,Graduate
Mailum,Carpentry NC II,35,Male,Junior High,Wage Employed,Carpentry,Construction,Returning Learner,Dropout
Abuanan,Masonry NC II,30,Male,Senior High,Unemployed,Masonry,Construction,Returning Learner,Graduate
Balingasag,Shielded Metal Arc Welding NC I,30,Male,Elementary Graduate,Unemployed,Welding,Construction,New Entrant,Graduate
Ma-ao,Driving NC II,28,Male,Elementary Graduate,Unemployed,Driving,Transportation,New Entrant,Graduate
Balingasag,Cookery NC II,22,Male,Senior High,Self-employed,Cooking,Hospitality,Experienced Worker,Graduate
Ma-ao,Masonry NC II,38,Male,Junior High,Unemployed,Masonry,Construction,New Entrant,Graduate
Ma-ao,Masonry NC II,48,Male,College Undergraduate,Self-employed,Masonry,Transportation,Experienced Worker,Graduate
Mailum,Cookery NC II,35,Male,Senior High,Wage Employed,Cooking,Hospitality,Experienced Worker,Graduate
Lag-asan,Driving NC II,33,Female,College Undergraduate,Wage Employed,Driving,Transportation,Returning Learner,Graduate
Atipuluan,Carpentry NC II,33,Male,College Undergraduate,Self-employed,Carpentry,Construction,Returning Learner,Graduate
Ma-ao,Cookery NC II,42,Male,Junior High,Underemployed,Carpentry,Construction,Returning Learner,Dropout
Lag-asan,Carpentry NC II,21,Male,Senior High,Self-employed,Carpentry,Construction,Experienced Worker,Graduate
Pacol,Carpentry NC II,44,Male,Senior High,Unemployed,Carpentry,Construction,Experienced Worker,Graduate
Poblacion,Bread and Pastry NC II,39,Male,Senior High,Unemployed,Baking,Business,Returning Learner,Graduate
Poblacion,Computer Systems Servicing NC II,23,Female,College Graduate,Wage Employed,Computer Literacy,ICT,Returning Learner,Graduate
Balingasag,Shielded Metal Arc Welding NC I,30,Male,Junior High,Unemployed,Welding,Construction,New Entrant,Dropout
Malingin,Electrical Installation and Maintenance NC II,29,Male,College Undergraduate,Unemployed,Electrical Repair,Construction,Career Shifter,Graduate
Lag-asan,Computer Systems Servicing NC II,43,Female,Senior High,Underemployed,Baking,Hospitality,New Entrant,Dropout
Alianza,Shielded Metal Arc Welding NC I,40,Female,College Graduate,Self-employed,Welding,ICT,Experienced Worker,Graduate
Calumangan,Driving NC II,48,Male,College Undergraduate,Wage Employed,Driving,Transportation,Returning Learner,Dropout
Caridad,Driving NC II,22,Male,College Undergraduate,Unemployed,Driving,Transportation,Returning Learner,Graduate
Taloc,Cookery NC II,34,Male,Senior High,Underemployed,Cooking,Hospitality,Returning Learner,Graduate
Dulao,Shielded Metal Arc Welding NC I,19,Male,Junior High,Wage Employed,Welding,Construction,New Entrant,Dropout
Napoles,Driving NC II,22,Male,Elementary Graduate,Underemployed,Driving,Transportation,Returning Learner,Graduate
Bacong,Computer Systems Servicing NC II,21,Male,College Undergraduate,Self-employed,Computer Literacy,ICT,Experienced Worker,Dropout
Calumangan,Bread and Pastry NC II,27,Male,Junior High,Unemployed,Baking,Hospitality,Returning Learner,Graduate
Caridad,Driving NC II,20,Male,Junior High,Unemployed,Driving,Transportation,New Entrant,Graduate
Alianza,Shielded Metal Arc Welding NC I,30,Male,Junior High,Underemployed,Welding,Construction,Returning Learner,Graduate
Sagasa,Electrical Installation and Maintenance NC II,25,Male,Elementary Graduate,Underemployed,Electrical Repair,Agriculture,New Entrant,Dropout
Ilijan,Computer Systems Servicing NC II,23,Female,Senior High,Underemployed,Computer Literacy,ICT,Returning Learner,Graduate
Bacong,Shielded Metal Arc Welding NC I,41,Male,Junior High,Underemployed,Welding,Construction,New Entrant,Dropout
Abuanan,Shielded Metal Arc Welding NC I,28,Male,College Undergraduate,Underemployed,Welding,Construction,New Entrant,Dropout
Calumangan,Bread and Pastry NC II,36,Male,College Undergraduate,Unemployed,Baking,Hospitality,Returning Learner,Dropout
Alianza,Bread and Pastry NC II,22,Female,Senior High,Self-employed,Baking,Hospitality,Experienced Worker,Graduate
Bacong,Driving NC II,21,Male,Senior High,Self-employed,Driving,Construction,Experienced Worker,Graduate
Dulao,Cookery NC II,37,Female,Elementary Graduate,Unemployed,Cooking,Hospitality,Career Shifter,Graduate
Balingasag,Driving NC II,42,Male,Senior High,Underemployed,Driving,Transportation,Experienced Worker,Graduate
Pacol,Computer Systems Servicing NC II,31,Male,Senior High,Unemployed,Baking,Hospitality,New Entrant,Graduate
Busay,Carpentry NC II,40,Male,Senior High,Unemployed,Carpentry,Construction,New Entrant,Dropout
Balingasag,Carpentry NC II,41,Male,Junior High,Unemployed,Carpentry,Construction,Returning Learner,Graduate
Pacol,Computer Systems Servicing NC II,50,Female,College Graduate,Unemployed,Computer Literacy,ICT,Experienced Worker,Graduate
Malingin,Driving NC II,54,Male,College Graduate,Unemployed,Driving,Transportation,Returning Learner,Graduate
Calumangan,Carpentry NC II,18,Male,Elementary Graduate,Underemployed,Carpentry,Construction,Returning Learner,Dropout
Sagasa,Cookery NC II,28,Female,Junior High,Wage Employed,Cooking,Hospitality,Experienced Worker,Graduate
Lag-asan,Bread and Pastry NC II,23,Female,Junior High,Unemployed,Baking,Hospitality,New Entrant,Graduate
Bacong,Cookery NC II,18,Male,Senior High,Unemployed,Cooking,ICT,Returning Learner,Graduate
Caridad,Electrical Installation and Maintenance NC II,22,Male,Elementary Graduate,Unemployed,Electrical Repair,Construction,New Entrant,Dropout
Bacong,Bread and Pastry NC II,42,Male,Senior High,Underemployed,Baking,Hospitality,New Entrant,Graduate
Napoles,Shielded Metal Arc Welding NC I,22,Female,Junior High,Wage Employed,Welding,Construction,Experienced Worker,Graduate
Pacol,Driving NC II,20,Male,Junior High,Underemployed,Driving,Transportation,New Entrant,Dropout
Sagasa,Computer Systems Servicing NC II,29,Male,College Undergraduate,Unemployed,Computer Literacy,ICT,Career Shifter,Dropout
Atipuluan,Masonry NC II,37,Female,Elementary Graduate,Underemployed,Masonry,Construction,New Entrant,Graduate
Atipuluan,Computer Systems Servicing NC II,52,Female,College Graduate,Wage Employed,Computer Literacy,ICT,Experienced Worker,Dropout
Napoles,Cookery NC II,25,Male,Senior High,Unemployed,Cooking,Hospitality,New Entrant,Graduate
Bacong,Bread and Pastry NC II,19,Female,Junior High,Unemployed,Baking,Transportation,New Entrant,Dropout
Pacol,Masonry NC II,38,Female,Junior High,Underemployed,Masonry,Construction,New Entrant,Dropout
Balingasag,Carpentry NC II,44,Male,College Graduate,Unemployed,Carpentry,Construction,New Entrant,Graduate
Caridad,Bread and Pastry NC II,24,Female,College Undergraduate,Unemployed,Baking,Hospitality,Career Shifter,Graduate
Lag-asan,Cookery NC II,29,Female,Senior High,Underemployed,Cooking,Hospitality,New Entrant,Graduate
Bacong,Masonry NC II,32,Male,Elementary Graduate,Wage Employed,Masonry,Construction,Returning Learner,Graduate
Busay,Driving NC II,25,Male,College Undergraduate,Self-employed,Driving,Business,New Entrant,Graduate
Dulao,Electrical Installation and Maintenance NC II,29,Male,Junior High,Wage Employed,Electrical Repair,Construction,Experienced Worker,Dropout
Calumangan,Shielded Metal Arc Welding NC I,32,Male,College Undergraduate,Unemployed,Welding,Construction,Returning Learner,Dropout
Taloc,Shielded Metal Arc Welding NC I,34,Male,Junior High,Unemployed,Welding,Construction,New Entrant,Graduate
Poblacion,Shielded Metal Arc Welding NC I,45,Male,Senior High,Self-employed,Welding,Construction,Career Shifter,Dropout
Taloc,Cookery NC II,47,Female,College Undergraduate,Wage Employed,Cooking,Hospitality,Experienced Worker,Graduate
Taloc,Bread and Pastry NC II,40,Female,Junior High,Unemployed,Baking,Hospitality,Returning Learner,Graduate
Tabunan,Masonry NC II,39,Male,Junior High,Underemployed,Masonry,Construction,Returning Learner,Graduate
Pacol,Bread and Pastry NC II,24,Female,Junior High,Unemployed,Baking,Hospitality,New Entrant,Graduate
Bacong,Carpentry NC II,34,Male,Elementary Graduate,Unemployed,Carpentry,Construction,Returning Learner,Graduate
Pacol,Carpentry NC II,25,Male,College Undergraduate,Wage Employed,Carpentry,Construction,Experienced Worker,Graduate
Ma-ao,Driving NC II,40,Male,Senior High,Self-employed,Driving,ICT,Experienced Worker,Graduate
Dulao,Driving NC II,21,Male,Senior High,Unemployed,Driving,Transportation,New Entrant,Graduate
Abuanan,Electrical Installation and Maintenance NC II,38,Male,Senior High,Self-employed,Electrical Repair,Construction,Experienced Worker,Graduate
Malingin,Carpentry NC II,25,Female,Elementary Graduate,Self-employed,Carpentry,Construction,Returning Learner,Graduate
Calumangan,Computer Systems Servicing NC II,28,Female,Junior High,Unemployed,Computer Literacy,ICT,Returning Learner,Graduate
Ma-ao,Cookery NC II,31,Female,Senior High,Underemployed,Cooking,Hospitality,Experienced Worker,Graduate
Bacong,Computer Systems Servicing NC II,35,Female,Senior High,Self-employed,Computer Literacy,ICT,Career Shifter,Graduate
Abuanan,Carpentry NC II,22,Female,Junior High,Unemployed,Carpentry,Construction,Career Shifter,Graduate
Calumangan,Electrical Installation and Maintenance NC II,24,Male,Junior High,Unemployed,Electrical Repair,Construction,Career Shifter,Graduate
Malingin,Bread and Pastry NC II,37,Female,Senior High,Underemployed,Baking,Hospitality,Career Shifter,Dropout
Tabunan,Computer Systems Servicing NC II,27,Male,Senior High,Wage Employed,Masonry,Construction,New Entrant,Dropout
Balingasag,Shielded Metal Arc Welding NC I,27,Male,Junior High,Unemployed,Welding,Construction,New Entrant,Dropout
Poblacion,Carpentry NC II,44,Male,Senior High,Underemployed,Carpentry,Construction,New Entrant,Graduate
Poblacion,Computer Systems Servicing NC II,32,Female,College Undergraduate,Self-employed,Computer Literacy,ICT,Experienced Worker,Graduate
Ma-ao,Shielded Metal Arc Welding NC I,35,Male,Elementary Graduate,Underemployed,Welding,Construction,New Entrant,Graduate
Bagroy,Driving NC II,33,Female,Senior High,Wage Employed,Driving,Transportation,Experienced Worker,Graduate
Sagasa,Cookery NC II,26,Female,Junior High,Underemployed,Cooking,Hospitality,Returning Learner,Graduate
Calumangan,Driving NC II,27,Male,College Undergraduate,Unemployed,Driving,Transportation,New Entrant,Graduate
Mailum,Driving NC II,26,Male,Elementary Graduate,Underemployed,Driving,Construction,New Entrant,Dropout
Atipuluan,Driving NC II,20,Male,Senior High,Underemployed,Driving,Transportation,New Entrant,Dropout
Poblacion,Shielded Metal Arc Welding NC I,37,Male,Senior High,Wage Employed,Welding,Construction,Returning Learner,Graduate
Sagasa,Bread and Pastry NC II,55,Female,College Graduate,Self-employed,Baking,Hospitality,Returning Learner,Graduate
Caridad,Masonry NC II,20,Male,Junior High,Unemployed,Masonry,Construction,New Entrant,Dropout
Malingin,Driving NC II,40,Male,Senior High,Unemployed,Driving,Transportation,Returning Learner,Graduate
Abuanan,Masonry NC II,40,Female,Senior High,Self-employed,Cooking,Hospitality,Career Shifter,Dropout
Poblacion,Computer Systems Servicing NC II,42,Female,College Graduate,Unemployed,Computer Literacy,ICT,New Entrant,Graduate
Atipuluan,Masonry NC II,26,Male,Junior High,Underemployed,Masonry,Transportation,Experienced Worker,Graduate
Sagasa,Bread and Pastry NC II,45,Male,College Undergraduate,Unemployed,Baking,Hospitality,Experienced Worker,Graduate
Abuanan,Shielded Metal Arc Welding NC I,27,Male,Junior High,Unemployed,Welding,Construction,New Entrant,Graduate
Ma-ao,Carpentry NC II,36,Male,Junior High,Unemployed,Carpentry,Construction,Experienced Worker,Graduate
Abuanan,Driving NC II,32,Female,College Undergraduate,Unemployed,Driving,Transportation,Career Shifter,Graduate
Lag-asan,Cookery NC II,24,Male,College Undergraduate,Underemployed,Cooking,Hospitality,New Entrant,Graduate
Atipuluan,Cookery NC II,45,Male,College Undergraduate,Underemployed,Cooking,Hospitality,New Entrant,Graduate
Malingin,Carpentry NC II,19,Female,Junior High,Unemployed,Carpentry,Construction,Career Shifter,Graduate
Taloc,Computer Systems Servicing NC II,30,Male,College Graduate,Wage Employed,Computer Literacy,ICT,Experienced Worker,Graduate
Bagroy,Cookery NC II,29,Female,Elementary Graduate,Underemployed,Computer Literacy,Agriculture,Returning Learner,Graduate
Malingin,Driving NC II,38,Male,Senior High,Self-employed,Driving,Transportation,Experienced Worker,Graduate
Lag-asan,Driving NC II,23,Male,Senior High,Underemployed,Driving,Transportation,Returning Learner,Graduate
Abuanan,Carpentry NC II,20,Male,Senior High,Wage Employed,Carpentry,Construction,Returning Learner,Dropout
Pacol,Bread and Pastry NC II,18,Female,Junior High,Unemployed,Baking,Construction,New Entrant,Graduate
Lag-asan,Shielded Metal Arc Welding NC I,24,Male,College Undergraduate,Self-employed,Welding,Construction,New Entrant,Graduate
Balingasag,Electrical Installation and Maintenance NC II,31,Male,Junior High,Self-employed,Electrical Repair,Construction,Experienced Worker,Graduate
Bacong,Electrical Installation and Maintenance NC II,27,Male,Junior High,Self-employed,Electrical Repair,Construction,Career Shifter,Graduate
Mailum,Computer Systems Servicing NC II,31,Female,Senior High,Underemployed,Computer Literacy,ICT,New Entrant,Dropout
Alianza,Masonry NC II,22,Male,Elementary Graduate,Self-employed,Masonry,Construction,Returning Learner,Graduate
Balingasag,Electrical Installation and Maintenance NC II,35,Male,Junior High,Underemployed,Electrical Repair,Construction,New Entrant,Graduate
Bacong,Driving NC II,46,Male,College Undergraduate,Self-employed,Driving,Transportation,Experienced Worker,Graduate
Sagasa,Cookery NC II,36,Male,Junior High,Unemployed,Cooking,Hospitality,New Entrant,Graduate
Malingin,Shielded Metal Arc Welding NC I,20,Male,Elementary Graduate,Unemployed,Welding,Construction,Returning Learner,Graduate
Bagroy,Carpentry NC II,34,Male,Junior High,Underemployed,Carpentry,Transportation,New Entrant,Dropout
Pacol,Driving NC II,42,Male,College Graduate,Self-employed,Driving,Transportation,Returning Learner,Graduate
Bacong,Masonry NC II,27,Female,Senior High,Unemployed,Masonry,Construction,Returning Learner,Graduate
Poblacion,Electrical Installation and Maintenance NC II,30,Male,Senior High,Unemployed,Electrical Repair,Construction,Returning Learner,Graduate
Alianza,Computer Systems Servicing NC II,49,Female,College Graduate,Underemployed,Computer Literacy,ICT,Career Shifter,Dropout
Atipuluan,Cookery NC II,39,Male,Junior High,Underemployed,Electrical Repair,Construction,Returning Learner,Graduate
Abuanan,Electrical Installation and Maintenance NC II,27,Male,Elementary Graduate,Self-employed,Electrical Repair,Construction,Experienced Worker,Graduate
Napoles,Masonry NC II,18,Male,Junior High,Unemployed,Masonry,Construction,Returning Learner,Dropout
Ma-ao,Electrical Installation and Maintenance NC II,45,Male,Senior High,Self-employed,Electrical Repair,Construction,Experienced Worker,Graduate
Ma-ao,Cookery NC II,20,Female,Senior High,Self-employed,Cooking,Hospitality,New Entrant,Graduate
Ilijan,Masonry NC II,20,Male,Elementary Graduate,Underemployed,Masonry,Construction,New Entrant,Dropout
Dulao,Cookery NC II,42,Male,Senior High,Self-employed,Cooking,Hospitality,New Entrant,Graduate
Poblacion,Carpentry NC II,34,Female,College Undergraduate,Unemployed,Cooking,Hospitality,Career Shifter,Graduate
Taloc,Electrical Installation and Maintenance NC II,38,Male,Elementary Graduate,Underemployed,Carpentry,Construction,Career Shifter,Dropout
Abuanan,Computer Systems Servicing NC II,18,Female,Senior High,Underemployed,Computer Literacy,ICT,Returning Learner,Dropout
Ma-ao,Electrical Installation and Maintenance NC II,39,Male,Senior High,Unemployed,Carpentry,Transportation,Career Shifter,Dropout
Poblacion,Shielded Metal Arc Welding NC I,34,Female,College Undergraduate,Self-employed,Cooking,Hospitality,Career Shifter,Graduate
Abuanan,Bread and Pastry NC II,37,Female,Junior High,Self-employed,Baking,Hospitality,Experienced Worker,Graduate
Abuanan,Bread and Pastry NC II,41,Male,Junior High,Self-employed,Driving,Transportation,Career Shifter,Graduate
Calumangan,Masonry NC II,27,Male,Senior High,Wage Employed,Masonry,Construction,Experienced Worker,Graduate
Sagasa,Driving NC II,21,Male,Senior High,Underemployed,Driving,Transportation,New Entrant,Graduate
Ilijan,Masonry NC II,21,Male,Senior High,Unemployed,Masonry,Construction,Experienced Worker,Graduate
Malingin,Electrical Installation and Maintenance NC II,28,Male,Elementary Graduate,Unemployed,Electrical Repair,Construction,New Entrant,Graduate
Pacol,Computer Systems Servicing NC II,34,Male,Elementary Graduate,Unemployed,Driving,Transportation,New Entrant,Dropout
Bacong,Computer Systems Servicing NC II,30,Male,College Graduate,Self-employed,Driving,Transportation,Career Shifter,Graduate
Atipuluan,Shielded Metal Arc Welding NC I,39,Female,Junior High,Wage Employed,Welding,Construction,Experienced Worker,Graduate
Taloc,Shielded Metal Arc Welding NC I,34,Male,Senior High,Underemployed,Welding,Construction,Returning Learner,Graduate
Ma-ao,Computer Systems Servicing NC II,22,Female,College Graduate,Self-employed,Computer Literacy,ICT,New Entrant,Graduate
Poblacion,Electrical Installation and Maintenance NC II,30,Male,Senior High,Unemployed,Electrical Repair,Construction,Experienced Worker,Graduate
Taloc,Computer Systems Servicing NC II,38,Male,Elementary Graduate,Self-employed,Masonry,Construction,New Entrant,Graduate
Mailum,Cookery NC II,42,Male,College Graduate,Wage Employed,Cooking,Hospitality,Career Shifter,Dropout
Alianza,Electrical Installation and Maintenance NC II,21,Male,Junior High,Underemployed,Electrical Repair,Construction,Career Shifter,Dropout
Abuanan,Bread and Pastry NC II,23,Female,Junior High,Underemployed,Baking,Hospitality,Career Shifter,Graduate
Abuanan,Electrical Installation and Maintenance NC II,26,Male,Junior High,Wage Employed,Electrical Repair,Construction,Experienced Worker,Graduate
Dulao,Computer Systems Servicing NC II,28,Female,Elementary Graduate,Underemployed,Computer Literacy,ICT,Returning Learner,Graduate
Pacol,Shielded Metal Arc Welding NC I,28,Male,Senior High,Unemployed,Welding,Construction,Career Shifter,Dropout
Balingasag,Driving NC II,37,Male,College Graduate,Wage Employed,Driving,Transportation,Career Shifter,Graduate
Atipuluan,Carpentry NC II,37,Female,Senior High,Self-employed,Carpentry,Construction,Returning Learner,Graduate
Malingin,Shielded Metal Arc Welding NC I,43,Female,Senior High,Underemployed,Welding,Construction,Experienced Worker,Graduate
Poblacion,Bread and Pastry NC II,20,Male,Junior High,Self-employed,Baking,Hospitality,Returning Learner,Graduate
Poblacion,Driving NC II,34,Male,Senior High,Self-employed,Driving,Transportation,Experienced Worker,Graduate
Poblacion,Bread and Pastry NC II,41,Male,Senior High,Unemployed,Baking,Hospitality,New Entrant,Graduate
Poblacion,Bread and Pastry NC II,32,Male,Senior High,Unemployed,Baking,Hospitality,Returning Learner,Graduate
Abuanan,Electrical Installation and Maintenance NC II,18,Male,Junior High,Unemployed,Electrical Repair,Transportation,Career Shifter,Graduate
Poblacion,Bread and Pastry NC II,30,Female,Senior High,Unemployed,Baking,Hospitality,New Entrant,Graduate
Bacong,Masonry NC II,23,Female,Junior High,Unemployed,Masonry,Construction,Career Shifter,Graduate
Atipuluan,Carpentry NC II,37,Male,Junior High,Unemployed,Welding,Hospitality,Returning Learner,Dropout
Mailum,Computer Systems Servicing NC II,28,Male,College Undergraduate,Wage Employed,Computer Literacy,ICT,Returning Learner,Graduate
Taloc,Driving NC II,34,Male,Senior High,Wage Employed,Driving,Transportation,New Entrant,Graduate
Tabunan,Cookery NC II,37,Male,Senior High,Unemployed,Cooking,Hospitality,Career Shifter,Dropout
Balingasag,Computer Systems Servicing NC II,28,Male,Senior High,Underemployed,Computer Literacy,ICT,Experienced Worker,Graduate
Calumangan,Electrical Installation and Maintenance NC II,35,Female,Junior High,Wage Employed,Electrical Repair,Construction,Experienced Worker,Graduate
Ma-ao,Computer Systems Servicing NC II,18,Male,Elementary Graduate,Unemployed,Computer Literacy,Business,New Entrant,Dropout
Bacong,Cookery NC II,26,Female,Junior High,Unemployed,Cooking,Hospitality,Returning Learner,Dropout
Poblacion,Computer Systems Servicing NC II,49,Male,College Graduate,Wage Employed,Computer Literacy,ICT,New Entrant,Graduate
Napoles,Electrical Installation and Maintenance NC II,38,Female,Senior High,Self-employed,Electrical Repair,Construction,Returning Learner,Graduate
Sagasa,Masonry NC II,24,Male,Junior High,Underemployed,Masonry,Construction,Career Shifter,Dropout
Atipuluan,Bread and Pastry NC II,19,Female,Junior High,Self-employed,Baking,Hospitality,Career Shifter,Dropout
Abuanan,Carpentry NC II,31,Male,Senior High,Unemployed,Carpentry,Construction,New Entrant,Graduate
Atipuluan,Computer Systems Servicing NC II,47,Female,College Undergraduate,Wage Employed,Computer Literacy,ICT,Experienced Worker,Graduate
Atipuluan,Driving NC II,39,Male,Elementary Graduate,Underemployed,Driving,Transportation,Experienced Worker,Graduate
Malingin,Computer Systems Servicing NC II,42,Female,College Undergraduate,Underemployed,Computer Literacy,ICT,New Entrant,Graduate
Lag-asan,Shielded Metal Arc Welding NC I,38,Male,Senior High,Underemployed,Welding,Construction,New Entrant,Graduate
Alianza,Shielded Metal Arc Welding NC I,33,Male,Senior High,Self-employed,Welding,Construction,Experienced Worker,Graduate
Taloc,Bread and Pastry NC II,19,Male,Elementary Graduate,Wage Employed,Baking,Hospitality,Experienced Worker,Graduate
Caridad,Shielded Metal Arc Welding NC I,55,Male,College Graduate,Underemployed,Welding,Construction,Experienced Worker,Graduate
Taloc,Electrical Installation and Maintenance NC II,38,Male,Senior High,Unemployed,Electrical Repair,Hospitality,New Entrant,Dropout
Abuanan,Shielded Metal Arc Welding NC I,18,Male,Junior High,Underemployed,Welding,Construction,Career Shifter,Graduate
Abuanan,Shielded Metal Arc Welding NC I,40,Male,College Undergraduate,Self-employed,Welding,Construction,New Entrant,Graduate
Atipuluan,Driving NC II,32,Male,Senior High,Self-employed,Driving,Transportation,Returning Learner,Graduate
Caridad,Driving NC II,27,Male,Senior High,Unemployed,Driving,Transportation,Experienced Worker,Graduate
Ilijan,Shielded Metal Arc Welding NC I,31,Male,Junior High,Unemployed,Welding,Construction,Career Shifter,Dropout
Tabunan,Carpentry NC II,45,Male,Senior High,Unemployed,Masonry,Construction,Returning Learner,Dropout
Atipuluan,Computer Systems Servicing NC II,25,Female,College Graduate,Wage Employed,Computer Literacy,ICT,Career Shifter,Graduate
Busay,Computer Systems Servicing NC II,46,Female,College Graduate,Wage Employed,Computer Literacy,ICT,Experienced Worker,Dropout
Caridad,Carpentry NC II,41,Male,Junior High,Unemployed,Carpentry,Construction,New Entrant,Dropout
Calumangan,Electrical Installation and Maintenance NC II,39,Male,Senior High,Underemployed,Electrical Repair,Construction,New Entrant,Graduate
Dulao,Masonry NC II,18,Female,Elementary Graduate,Unemployed,Masonry,Construction,Returning Learner,Dropout
Poblacion,Carpentry NC II,40,Male,Junior High,Underemployed,Masonry,Construction,New Entrant,Graduate
Abuanan,Cookery NC II,37,Female,Junior High,Self-employed,Cooking,Hospitality,New Entrant,Graduate
Taloc,Cookery NC II,31,Male,Junior High,Unemployed,Cooking,Hospitality,New Entrant,Graduate
Dulao,Shielded Metal Arc Welding NC I,27,Male,Senior High,Unemployed,Welding,Construction,New Entrant,Graduate
Dulao,Bread and Pastry NC II,49,Female,College Graduate,Self-employed,Baking,Hospitality,Returning Learner,Graduate
Calumangan,Electrical Installation and Maintenance NC II,28,Female,Junior High,Unemployed,Cooking,Hospitality,Experienced Worker,Dropout
Alianza,Carpentry NC II,33,Male,Junior High,Unemployed,Carpentry,Construction,New Entrant,Graduate
Dulao,Bread and Pastry NC II,30,Female,Junior High,Unemployed,Baking,Hospitality,New Entrant,Graduate
Abuanan,Computer Systems Servicing NC II,42,Male,College Undergraduate,Self-employed,Computer Literacy,ICT,Experienced Worker,Graduate
Balingasag,Bread and Pastry NC II,45,Male,Senior High,Unemployed,Baking,Agriculture,Returning Learner,Graduate
Lag-asan,Shielded Metal Arc Welding NC I,21,Male,Elementary Graduate,Underemployed,Welding,Construction,Career Shifter,Dropout
Atipuluan,Driving NC II,28,Male,Senior High,Unemployed,Driving,Transportation,Career Shifter,Dropout
Lag-asan,Cookery NC II,42,Male,Senior High,Underemployed,Cooking,Hospitality,New Entrant,Graduate
Alianza,Computer Systems Servicing NC II,53,Female,College Graduate,Underemployed,Computer Literacy,ICT,New Entrant,Dropout
Poblacion,Computer Systems Servicing NC II,37,Female,College Graduate,Self-employed,Computer Literacy,ICT,New Entrant,Graduate
Taloc,Electrical Installation and Maintenance NC II,37,Female,Elementary Graduate,Wage Employed,Electrical Repair,Construction,Experienced Worker,Graduate
Taloc,Bread and Pastry NC II,46,Female,College Undergraduate,Wage Employed,Baking,Agriculture,Returning Learner,Graduate
Taloc,Electrical Installation and Maintenance NC II,42,Female,College Undergraduate,Self-employed,Electrical Repair,Construction,Returning Learner,Graduate
Napoles,Driving NC II,19,Female,Junior High,Wage Employed,Driving,Transportation,Experienced Worker,Dropout
Lag-asan,Masonry NC II,39,Male,Junior High,Underemployed,Masonry,Construction,Career Shifter,Graduate
Pacol,Bread and Pastry NC II,30,Female,Junior High,Underemployed,Baking,Hospitality,New Entrant,Graduate
Bagroy,Masonry NC II,38,Male,Junior High,Underemployed,Masonry,Construction,Returning Learner,Graduate
Lag-asan,Electrical Installation and Maintenance NC II,32,Male,Junior High,Self-employed,Electrical Repair,Construction,Experienced Worker,Graduate
Tabunan,Cookery NC II,45,Male,Senior High,Underemployed,Cooking,Hospitality,Career Shifter,Dropout
Busay,Bread and Pastry NC II,36,Male,College Undergraduate,Self-employed,Baking,Hospitality,Career Shifter,Dropout
Pacol,Bread and Pastry NC II,34,Male,Junior High,Unemployed,Baking,Hospitality,Returning Learner,Graduate
Bacong,Masonry NC II,43,Male,College Graduate,Unemployed,Masonry,Construction,New Entrant,Graduate
Lag-asan,Masonry NC II,31,Female,Senior High,Unemployed,Baking,Hospitality,Career Shifter,Dropout
Atipuluan,Bread and Pastry NC II,40,Male,Junior High,Unemployed,Baking,Hospitality,Career Shifter,Graduate
Caridad,Driving NC II,32,Male,College Graduate,Self-employed,Driving,Transportation,Returning Learner,Graduate
Malingin,Bread and Pastry NC II,42,Female,Junior High,Unemployed,Baking,Hospitality,New Entrant,Graduate
Abuanan,Shielded Metal Arc Welding NC I,20,Female,Elementary Graduate,Unemployed,Welding,Construction,Returning Learner,Dropout
Abuanan,Shielded Metal Arc Welding NC I,27,Male,Elementary Graduate,Underemployed,Welding,Construction,Career Shifter,Graduate
Napoles,Electrical Installation and Maintenance NC II,19,Male,Senior High,Wage Employed,Electrical Repair,Construction,Returning Learner,Graduate
Poblacion,Cookery NC II,32,Female,Senior High,Wage Employed,Cooking,Hospitality,Experienced Worker,Graduate
Tabunan,Electrical Installation and Maintenance NC II,22,Male,Senior High,Self-employed,Electrical Repair,Construction,Experienced Worker,Graduate
Abuanan,Masonry NC II,42,Male,Junior High,Self-employed,Masonry,Construction,New Entrant,Graduate
Binubuhan,Electrical Installation and Maintenance NC II,37,Male,Senior High,Wage Employed,Electrical Repair,Construction,Experienced Worker,Graduate
Abuanan,Driving NC II,47,Male,College Undergraduate,Unemployed,Driving,Transportation,New Entrant,Graduate
Binubuhan,Shielded Metal Arc Welding NC I,45,Male,Senior High,Underemployed,Welding,Construction,New Entrant,Dropout
Poblacion,Driving NC II,30,Male,Senior High,Self-employed,Driving,Transportation,Experienced Worker,Graduate
Poblacion,Carpentry NC II,31,Male,Elementary Graduate,Underemployed,Carpentry,Construction,Career Shifter,Dropout
Taloc,Computer Systems Servicing NC II,21,Male,Senior High,Wage Employed,Computer Literacy,ICT,Experienced Worker,Graduate
